순번,대지위치,시군구코드,법정동코드,관리건축물대장PK,도로명대지위치,건물명,주용도코드,옥내기계식대수(대),옥외기계식대수(대),옥내자주식대수(대),옥외자주식대수(대),총주차면수,위치별선택,X,Y
12325,서울특별시 동대문구 답십리동 29-45번지,11230,10500,11230-100185604,서울특별시 동대문구 답십리로48라길 9,,1000,0,0,2,1,3,1,127.0581639,37.56921044
12326,서울특별시 동대문구 답십리동 29-46번지,11230,10500,11230-9946,서울특별시 동대문구 답십리로48라길 5,,1000,0,0,0,1,1,1,127.0580236,37.56921672
12331,서울특별시 동대문구 답십리동 29-50번지,11230,10500,11230-8751,서울특별시 동대문구 답십리로48라길 6-2,,1000,0,0,0,2,2,1,127.0578882,37.56906821
12332,서울특별시 동대문구 답십리동 29-51번지,11230,10500,11230-21643,서울특별시 동대문구 답십리로48라길 8,,1000,0,0,0,3,3,1,127.0580678,37.56905921
12333,서울특별시 동대문구 답십리동 29-52번지,11230,10500,11230-21993,서울특별시 동대문구 답십리로48라길 6-3,,1000,0,0,0,3,3,1,127.0580671,37.56895127
12334,서울특별시 동대문구 답십리동 29-53번지,11230,10500,11230-28866,서울특별시 동대문구 답십리로48라길 6-4,,1000,0,0,0,2,2,1,127.0578832,37.56896037
12335,서울특별시 동대문구 답십리동 29-54번지,11230,10500,11230-13476,서울특별시 동대문구 답십리로48길 85,,1000,0,0,0,2,2,1,127.0577449,37.56896296
12337,서울특별시 동대문구 답십리동 29-56번지,11230,10500,11230-36942,서울특별시 동대문구 답십리로48라길 6-6,,1000,0,0,0,1,1,1,127.0578758,37.5688473
12338,서울특별시 동대문구 답십리동 29-57번지,11230,10500,11230-11646,서울특별시 동대문구 답십리로48라길 6-5,,1000,0,0,2,2,4,1,127.0580677,37.56882567
12340,서울특별시 동대문구 답십리동 29-59번지,11230,10500,11230-100198821,서울특별시 동대문구 답십리로48라길 6-14,,4000,0,0,1,3,4,1,127.057723,37.5687297
12341,서울특별시 동대문구 답십리동 29-5번지,11230,10500,11230-100196361,서울특별시 동대문구 답십리로56길 77-5,,1000,0,0,3,1,4,1,127.0592256,37.56949913
12348,서울특별시 동대문구 답십리동 29-81번지,11230,10500,11230-16440,서울특별시 동대문구 답십리로48라길 15-2,,1000,0,0,0,3,3,1,127.0586048,37.56915093
12349,서울특별시 동대문구 답십리동 29-8번지,11230,10500,11230-100211564,서울특별시 동대문구 답십리로56길 77-4,,1000,0,0,4,0,4,1,127.0591586,37.56936266
12353,서울특별시 동대문구 답십리동 294-104번지,11230,10500,11230-7263,서울특별시 동대문구 사가정로2길 72-1,송기대씨상가주택,1000,0,0,0,2,2,1,127.0534781,37.56920211
12361,서울특별시 동대문구 답십리동 294-135번지,11230,10500,11230-16348,서울특별시 동대문구 천호대로69가길 21,경안교회,6000,0,0,0,2,2,1,127.0531933,37.56890095
12380,서울특별시 동대문구 답십리동 2번지,11230,10500,11230-19725,,,3000,0,0,0,3,3,1,127.0649244,37.57382451
12383,서울특별시 동대문구 답십리동 3-125번지,11230,10500,11230-35282,서울특별시 동대문구 답십리로 224-1,,4000,0,0,0,5,5,1,127.0652662,37.57258293
12387,서울특별시 동대문구 답십리동 3-42번지,11230,10500,11230-29153,서울특별시 동대문구 답십리로 221,,1000,0,0,2,2,4,1,127.0648383,37.57293843
12390,서울특별시 동대문구 답십리동 3-60번지,11230,10500,11230-100182648,서울특별시 동대문구 답십리로 214-13,,4000,0,0,1,0,1,1,127.0649933,37.5725138
12401,서울특별시 동대문구 답십리동 32-14번지,11230,10500,11230-12562,서울특별시 동대문구 답십리로56길 79,,1000,0,0,0,3,3,1,127.0590137,37.56938156
12406,서울특별시 동대문구 답십리동 32-22번지,11230,10500,11230-23347,서울특별시 동대문구 답십리로48다길 11-10,,1000,0,0,0,2,2,1,127.0585284,37.56981762
12412,서울특별시 동대문구 답십리동 32-28번지,11230,10500,11230-100239832,서울특별시 동대문구 답십리로48다길 11-3,,1000,0,0,0,2,2,1,127.0583108,37.56958716
12419,서울특별시 동대문구 답십리동 32-40번지,11230,10500,11230-16917,서울특별시 동대문구 답십리로56길 80,,1000,0,0,0,2,2,1,127.0588017,37.5693914
12422,서울특별시 동대문구 답십리동 32-4번지,11230,10500,11230-13814,서울특별시 동대문구 답십리로56길 72,,1000,0,0,0,1,1,1,127.0589049,37.56973706
12425,서울특별시 동대문구 답십리동 32-7번지,11230,10500,11230-25328,서울특별시 동대문구 답십리로56길 76,,1000,0,0,0,2,2,1,127.0588858,37.56963616
12431,서울특별시 동대문구 답십리동 320-28번지,11230,10500,11230-100259935,서울특별시 동대문구 사가정로2길 64,테라스테이,2000,0,0,4,4,8,1,127.0530753,37.56955521
12435,서울특별시 동대문구 답십리동 321-1번지,11230,10500,11230-4350,서울특별시 동대문구 천호대로71길 39,반석침례교회,6000,0,0,6,8,14,1,127.0533875,37.56891888
12443,서울특별시 동대문구 답십리동 322-13번지,11230,10500,11230-36695,서울특별시 동대문구 사가정로2길 60,,4000,0,0,0,4,4,1,127.0529174,37.56961322
12445,서울특별시 동대문구 답십리동 322-15번지,11230,10500,11230-22921,서울특별시 동대문구 사가정로2길 56,답십리근린생활시설,3000,0,0,4,0,4,1,127.0526674,37.56978983
12469,서울특별시 동대문구 답십리동 323-5번지,11230,10500,11230-36847,서울특별시 동대문구 사가정로2길 48,,1000,0,0,0,2,2,1,127.0523842,37.57001701
12470,서울특별시 동대문구 답십리동 323-6번지,11230,10500,11230-26231,서울특별시 동대문구 황물로3길 23,,3000,0,0,0,4,4,1,127.0524929,37.56991965
12479,서울특별시 동대문구 답십리동 324-7번지,11230,10500,11230-25008,서울특별시 동대문구 사가정로2길 44,,1000,0,0,0,3,3,1,127.0522563,37.57011005
12482,서울특별시 동대문구 답십리동 325-3번지,11230,10500,11230-7621,서울특별시 동대문구 황물로3가길 13,,1000,0,0,1,0,1,1,127.0517992,37.57002249
12502,서울특별시 동대문구 답십리동 33-22번지,11230,10500,11230-100217792,서울특별시 동대문구 답십리로48나길 6-5,새로움빌5차,2000,0,0,0,10,10,1,127.0580838,37.56982459
12512,서울특별시 동대문구 답십리동 33-8번지,11230,10500,11230-27913,서울특별시 동대문구 답십리로48다길 1,,1000,0,0,0,1,1,1,127.0577566,37.569555
12523,서울특별시 동대문구 답십리동 35-1번지,11230,10500,11230-6524,서울특별시 동대문구 답십리로48길 70,,3000,0,0,0,3,3,1,127.0575649,37.56963771
12548,서울특별시 동대문구 답십리동 36-15번지,11230,10500,11230-14233,서울특별시 동대문구 답십리로52길 38,,1000,0,0,0,1,1,1,127.0583771,37.57108873
12551,서울특별시 동대문구 답십리동 36-19번지,11230,10500,11230-100229572,서울특별시 동대문구 답십리로48가길 45,코람데오 빌,2000,0,0,0,5,5,1,127.0579188,37.57085857
12555,서울특별시 동대문구 답십리동 36-23번지,11230,10500,11230-23731,서울특별시 동대문구 답십리로48길 48,,1000,0,0,0,4,4,1,127.0576637,37.5706775
12559,서울특별시 동대문구 답십리동 36-28번지,11230,10500,11230-11794,서울특별시 동대문구 답십리로48길 52,,3000,2,0,0,1,3,1,127.0576427,37.57045542
12562,서울특별시 동대문구 답십리동 36-31번지,11230,10500,11230-32365,서울특별시 동대문구 답십리로48길 54,,11000,0,0,0,1,1,1,127.0576176,37.57035407
12563,서울특별시 동대문구 답십리동 36-32번지,11230,10500,11230-100245673,서울특별시 동대문구 답십리로48길 56,라온유치원,10000,0,0,0,2,2,1,127.0575949,37.57026524
12564,서울특별시 동대문구 답십리동 36-33번지,11230,10500,11230-7662,서울특별시 동대문구 답십리로48길 55,,1000,0,0,0,3,3,1,127.0578761,37.57026762
12567,서울특별시 동대문구 답십리동 36-36번지,11230,10500,11230-28597,서울특별시 동대문구 전농로 60,상원빌딩,10000,0,0,6,0,6,1,127.0574581,37.57016548
12569,서울특별시 동대문구 답십리동 36-39번지,11230,10500,11230-8718,서울특별시 동대문구 전농로 58,대한예수교장로회 임마누엘교회,6000,0,0,13,0,13,1,127.0574927,37.56987065
12570,서울특별시 동대문구 답십리동 36-3번지,11230,10500,11230-100233252,서울특별시 동대문구 전농로 58-1,서울빌딩,4000,0,0,2,4,6,1,127.057367,37.57004533
12574,서울특별시 동대문구 답십리동 36-46번지,11230,10500,11230-32282,서울특별시 동대문구 답십리로52길 62,,2000,0,0,6,0,6,1,127.0579768,37.57003431
12585,서울특별시 동대문구 답십리동 36-5번지,11230,10500,11230-11285,서울특별시 동대문구 답십리로48가길 8,,1000,0,0,0,3,3,1,127.058247,37.57128998
12586,서울특별시 동대문구 답십리동 36-62번지,11230,10500,11230-100245795,서울특별시 동대문구 전농로 55,미래로 3,4000,0,8,0,0,8,1,127.0568961,37.56993005
12588,서울특별시 동대문구 답십리동 36-7번지,11230,10500,11230-34187,서울특별시 동대문구 답십리로48가길 4,답십리 근생주택,1000,0,0,0,4,4,1,127.0579569,37.57130148
12592,서울특별시 동대문구 답십리동 38-11번지,11230,10500,11230-22445,서울특별시 동대문구 답십리로48나길 21,,1000,1,0,0,0,1,1,127.0589056,37.56988023
12593,서울특별시 동대문구 답십리동 38-12번지,11230,10500,11230-34302,서울특별시 동대문구 답십리로48나길 19,,1000,0,0,0,1,1,1,127.0588242,37.56986117
12594,서울특별시 동대문구 답십리동 38-14번지,11230,10500,11230-12940,서울특별시 동대문구 답십리로48나길 17-11,,1000,0,0,0,2,2,1,127.0587168,37.57035758
12595,서울특별시 동대문구 답십리동 38-15번지,11230,10500,11230-14117,서울특별시 동대문구 답십리로48나길 11-12,,1000,0,0,0,3,3,1,127.0585798,37.57038855
12600,서울특별시 동대문구 답십리동 38-21번지,11230,10500,11230-100210653,서울특별시 동대문구 답십리로48나길 11-6,,1000,0,0,2,2,4,1,127.0585119,37.5701209
12607,서울특별시 동대문구 답십리동 38-4번지,11230,10500,11230-100200805,서울특별시 동대문구 답십리로48나길 17-10,,1000,0,0,2,3,5,1,127.0588807,37.57028659
12608,서울특별시 동대문구 답십리동 38-5번지,11230,10500,11230-28532,서울특별시 동대문구 답십리로48나길 17-8,,1000,0,0,0,1,1,1,127.0588534,37.57017416
12609,서울특별시 동대문구 답십리동 38-6번지,11230,10500,11230-11762,서울특별시 동대문구 답십리로56길 62,,1000,0,0,0,1,1,1,127.0589822,37.57015716
12612,서울특별시 동대문구 답십리동 38-9번지,11230,10500,11230-26982,서울특별시 동대문구 답십리로48나길 17-4,,1000,0,0,0,1,1,1,127.0588048,37.56998975
12615,서울특별시 동대문구 답십리동 39-1번지,11230,10500,11230-100200122,서울특별시 동대문구 답십리로56길 56,,1000,0,0,0,3,3,1,127.059179,37.5703805
12616,서울특별시 동대문구 답십리동 39-84번지,11230,10500,11230-100184793,서울특별시 동대문구 답십리로56길 52,로뎀하우스,2000,0,0,4,4,8,1,127.059103,37.57049785
12640,서울특별시 동대문구 답십리동 4-12번지,11230,10500,11230-22166,서울특별시 동대문구 답십리로60길 84-1,민중빌라트(A동),2000,0,0,5,2,7,1,127.0628797,37.56952526
12642,서울특별시 동대문구 답십리동 4-131번지,11230,10500,11230-9392,서울특별시 동대문구 한천로15길 32,,1000,0,0,0,2,2,1,127.061754,37.56859819
12645,서울특별시 동대문구 답십리동 4-134번지,11230,10500,11230-25713,서울특별시 동대문구 한천로15길 17-1,,1000,0,0,0,1,1,1,127.0616742,37.56801655
12650,서울특별시 동대문구 답십리동 4-13번지,11230,10500,11230-3501,서울특별시 동대문구 한천로17길 21-6,B동,1000,0,0,0,9,9,1,127.0628171,37.5697473
12652,서울특별시 동대문구 답십리동 4-142번지,11230,10500,11230-17521,서울특별시 동대문구 답십리로60길 125,코라솔빌딩,4000,8,0,0,1,9,1,127.0621177,37.56773475
12654,서울특별시 동대문구 답십리동 4-148번지,11230,10500,11230-20517,서울특별시 동대문구 답십리로60길 96,,1000,0,0,0,2,2,1,127.0626307,37.56908192
12656,서울특별시 동대문구 답십리동 4-15번지,11230,10500,11230-26989,서울특별시 동대문구 답십리로60길 108,,3000,0,0,1,3,4,1,127.0624764,37.56856934
12657,서울특별시 동대문구 답십리동 4-163번지,11230,10500,11230-18873,서울특별시 동대문구 답십리로60길 102,,4000,0,0,0,4,4,1,127.0625348,37.56875356
12663,서울특별시 동대문구 답십리동 4-197번지,11230,10500,11230-16816,서울특별시 동대문구 답십리로60길 87,,1000,0,0,0,1,1,1,127.0629742,37.56931023
12666,서울특별시 동대문구 답십리동 4-19번지,11230,10500,11230-11939,서울특별시 동대문구 답십리로60길 107-16,,1000,0,0,0,1,1,1,127.0630353,37.56897359
12669,서울특별시 동대문구 답십리동 4-202번지,11230,10500,11230-7601,서울특별시 동대문구 답십리로60길 89,,1000,0,0,0,1,1,1,127.0629131,37.56924449
12684,서울특별시 동대문구 답십리동 4-223번지,11230,10500,11230-30980,서울특별시 동대문구 답십리로60길 129,,1000,0,0,0,2,2,1,127.062013,37.56760218
12687,서울특별시 동대문구 답십리동 4-231번지,11230,10500,11230-17016,서울특별시 동대문구 한천로15길 15,흥일빌라,2000,0,0,4,1,5,1,127.0618488,37.56803709
12691,서울특별시 동대문구 답십리동 4-237번지,11230,10500,11230-100194255,서울특별시 동대문구 한천로 71-1,,4000,0,0,0,1,1,1,127.0629501,37.56823193
12733,서울특별시 동대문구 답십리동 4-289번지,11230,10500,11230-100198362,서울특별시 동대문구 답십리로60길 126,,1000,0,0,2,2,4,1,127.0618841,37.56790832
12738,서울특별시 동대문구 답십리동 4-312번지,11230,10500,11230-17053,서울특별시 동대문구 답십리로60길 88,민중빌라트 B동,2000,0,0,5,2,7,1,127.0627838,37.5694271
12739,서울특별시 동대문구 답십리동 4-313번지,11230,10500,11230-7845,서울특별시 동대문구 답십리로60길 92,민중빌라트C동,2000,0,0,7,0,7,1,127.0626903,37.56932336
12745,서울특별시 동대문구 답십리동 4-75번지,11230,10500,11230-27743,서울특별시 동대문구 한천로17길 25-1,,4000,0,0,0,3,3,1,127.0626297,37.56980839
12746,서울특별시 동대문구 답십리동 4-77번지,11230,10500,11230-16965,서울특별시 동대문구 답십리로60길 92-6,,11000,0,0,0,5,5,1,127.0625931,37.56948883
12747,서울특별시 동대문구 답십리동 4-82번지,11230,10500,11230-16938,서울특별시 동대문구 답십리로60길 124,,4000,0,0,0,1,1,1,127.0619715,37.56797657
12748,서울특별시 동대문구 답십리동 4-83번지,11230,10500,11230-100198435,서울특별시 동대문구 답십리로60길 126-2,,1000,0,0,2,1,3,1,127.0617359,37.56795372
12752,서울특별시 동대문구 답십리동 4-91번지,11230,10500,11230-100236912,서울특별시 동대문구 한천로15길 20-4,뷰티캐슬,1000,0,0,0,1,1,1,127.0618232,37.56834155
12756,서울특별시 동대문구 답십리동 40-51번지,11230,10500,11230-9170,서울특별시 동대문구 답십리로56길 75,,1000,0,0,0,1,1,1,127.0590749,37.56959552
12757,서울특별시 동대문구 답십리동 40-52번지,11230,10500,11230-26256,서울특별시 동대문구 답십리로56길 73,,3000,0,0,0,2,2,1,127.0590814,37.56967057
12802,서울특별시 동대문구 답십리동 43-1번지,11230,10500,11230-100267755,서울특별시 동대문구 답십리로52길 49-3,DS빌리지,2000,0,0,8,0,8,1,127.05841,37.57064109
12803,서울특별시 동대문구 답십리동 43-21번지,11230,10500,11230-100203146,서울특별시 동대문구 답십리로48나길 11-11,,1000,0,0,0,4,4,1,127.0584143,37.5704718
12804,서울특별시 동대문구 답십리동 43-22번지,11230,10500,11230-100198361,서울특별시 동대문구 답십리로52길 51,,1000,0,0,4,0,4,1,127.0582808,37.57049006
12805,서울특별시 동대문구 답십리동 43-23번지,11230,10500,11230-33724,서울특별시 동대문구 답십리로52길 53,,1000,0,0,0,2,2,1,127.0582565,37.57039141
